Time,MAK,HER,WHK,BLF,WPF,SUF,WIF,WTF,FOU,HAL,PLA,FLA,BFT,TUN,BIL,MPF,BUT,BPF,ANC,GOO,MEN,FDE,COD,SHK,OHK,POL,RHK,BSB,SCU,TYL,RED,OPT,SAL,DRM,STB,TAU,WOL,SDF,FDF,HAD,YTF,DOG,SMO,SSH,DSH,BLS,POR,PSH,WSK,LSK,SK,SB,PIN,REP,RWH,BWH,SWH,TWH,INV,LSQ,ISQ,SCA,QHG,CLA,BFF,BG,LOB,RCB,BMS,NSH,OSH,ZL,BD,MA,MB,SG,BC,ZG,PL,DF,PS,ZM,ZS,PB,BB,BO,DL,DR,DC,DIN,RelMAK,RelHER,RelWHK,RelBLF,RelWPF,RelSUF,RelWIF,RelWTF,RelFOU,RelHAL,RelPLA,RelFLA,RelBFT,RelTUN,RelBIL,RelMPF,RelBUT,RelBPF,RelANC,RelGOO,RelMEN,RelFDE,RelCOD,RelSHK,RelOHK,RelPOL,RelRHK,RelBSB,RelSCU,RelTYL,RelRED,RelOPT,RelSAL,RelDRM,RelSTB,RelTAU,RelWOL,RelSDF,RelFDF,RelHAD,RelYTF,RelDOG,RelSMO,RelSSH,RelDSH,RelBLS,RelPOR,RelPSH,RelWSK,RelLSK,RelSK,RelSB,RelPIN,RelREP,RelRWH,RelBWH,RelSWH,RelTWH,RelINV,RelLSQ,RelISQ,RelSCA,RelQHG,RelCLA,RelBFF,RelBG,RelLOB,RelRCB,RelBMS,RelNSH,RelOSH,RelZL,RelBD,RelMA,RelMB,RelSG,RelBC,RelZG,RelPL,RelDF,RelPS,RelZM,RelZS,RelPB,RelBB,RelBO,RelDL,RelDR,RelDC,RelDIN,PelDemRatio,PiscivPlankRatio,DivCount,InfEpiRatio,BSSslope,HabitCover
0.00E+00,597491.2184,1236505.056,10828.44401,92376.17559,90041.89785,90041.89785,90041.89785,90041.89785,90041.89785,90041.89785,90041.89785,90041.89785,54170.55587,54170.55587,54170.55587,19.803139,39987.2683,39987.2683,39987.2683,63254.02602,123544.1775,123544.1775,111794.8565,114548.0487,262894.6749,262894.6749,262894.6749,262894.6749,262894.6749,262894.6749,262894.6749,262894.6749,262894.6749,262894.6749,262894.6749,262894.6749,262894.6749,262894.6749,262894.6749,221499.3437,73046.37861,216179.7978,18575.68853,18575.68853,18575.68853,7190.168334,7190.168334,7190.168334,78086.84967,78086.84967,78086.84967,1849.967029,7717.479449,804.437654,103070.3266,103070.3266,19753.50507,19753.50507,262894.6749,37182.85414,37182.85414,56370.08144,1812530.541,1812530.541,1812530.541,5035438.607,20570.60479,803480.247,803480.247,19488.88809,19488.88809,527309.6794,375230138.3,0,0,0,6025037.336,903571.9805,2494086.81,914946.3601,742789.1239,562723.7209,2228999.915,31842.85592,15062593.34,60250373.36,15062593.34,60250373.36,0,3228194717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5242.779605,5.071426
